@relation  movement_libras
@attribute 1st_coordinate_abcissa real[0.090909,0.9323]
@attribute 1st_coordinate_ordinate real[0.14815,0.88657]
@attribute 2st_coordinate_abcissa real[0.085106,0.93037]
@attribute 2st_coordinate_ordinate real[0.14815,0.88889]
@attribute 3st_coordinate_abcissa real[0.085106,0.9323]
@attribute 3st_coordinate_ordinate real[0.14815,0.88426]
@attribute 4st_coordinate_abcissa real[0.088975,0.9323]
@attribute 4st_coordinate_ordinate real[0.14583,0.88194]
@attribute 5st_coordinate_abcissa real[0.092843,0.9323]
@attribute 5st_coordinate_ordinate real[0.14583,0.875]
@attribute 6st_coordinate_abcissa real[0.10058,0.9323]
@attribute 6st_coordinate_ordinate real[0.14352,0.875]
@attribute 7st_coordinate_abcissa real[0.10445,0.93424]
@attribute 7st_coordinate_ordinate real[0.14352,0.87037]
@attribute 8st_coordinate_abcissa real[0.11025,0.94197]
@attribute 8st_coordinate_ordinate real[0.1412,0.86343]
@attribute 9st_coordinate_abcissa real[0.11992,0.94391]
@attribute 9st_coordinate_ordinate real[0.1412,0.86343]
@attribute 10st_coordinate_abcissa real[0.12766,0.94391]
@attribute 10st_coordinate_ordinate real[0.13657,0.86111]
@attribute 11st_coordinate_abcissa real[0.13153,0.94197]
@attribute 11st_coordinate_ordinate real[0.13657,0.84722]
@attribute 12st_coordinate_abcissa real[0.10638,0.94197]
@attribute 12st_coordinate_ordinate real[0.13426,0.84028]
@attribute 13st_coordinate_abcissa real[0.040619,0.9381]
@attribute 13st_coordinate_ordinate real[0.092593,1.0]
@attribute 14st_coordinate_abcissa real[0.015474,0.9265]
@attribute 14st_coordinate_ordinate real[0.018519,0.84028]
@attribute 15st_coordinate_abcissa real[0.017408,0.91489]
@attribute 15st_coordinate_ordinate real[0.018519,0.84028]
@attribute 16st_coordinate_abcissa real[0.023211,0.91103]
@attribute 16st_coordinate_ordinate real[0.0625,0.84028]
@attribute 17st_coordinate_abcissa real[0.052224,0.88781]
@attribute 17st_coordinate_ordinate real[0.12269,0.84028]
@attribute 18st_coordinate_abcissa real[0.10832,0.88781]
@attribute 18st_coordinate_ordinate real[0.14815,0.84028]
@attribute 19st_coordinate_abcissa real[0.13926,0.88781]
@attribute 19st_coordinate_ordinate real[0.14583,0.84028]
@attribute 20st_coordinate_abcissa real[0.16054,0.88588]
@attribute 20st_coordinate_ordinate real[0.12963,0.84028]
@attribute 21st_coordinate_abcissa real[0.147,0.88008]
@attribute 21st_coordinate_ordinate real[0.13194,0.84028]
@attribute 22st_coordinate_abcissa real[0.11219,0.88008]
@attribute 22st_coordinate_ordinate real[0.15046,0.84028]
@attribute 23st_coordinate_abcissa real[0.088975,0.88008]
@attribute 23st_coordinate_ordinate real[0.14815,0.83796]
@attribute 24st_coordinate_abcissa real[0.083172,0.88008]
@attribute 24st_coordinate_ordinate real[0.14352,0.87037]
@attribute 25st_coordinate_abcissa real[0.071567,0.88588]
@attribute 25st_coordinate_ordinate real[0.13889,0.95833]
@attribute 26st_coordinate_abcissa real[0.052224,0.89362]
@attribute 26st_coordinate_ordinate real[0.13657,0.9838]
@attribute 27st_coordinate_abcissa real[0.046422,0.89555]
@attribute 27st_coordinate_ordinate real[0.13426,0.85185]
@attribute 28st_coordinate_abcissa real[0.040619,0.88975]
@attribute 28st_coordinate_ordinate real[0.13194,0.86806]
@attribute 29st_coordinate_abcissa real[0.048356,0.89749]
@attribute 29st_coordinate_ordinate real[0.12731,0.87037]
@attribute 30st_coordinate_abcissa real[0.067698,0.88975]
@attribute 30st_coordinate_ordinate real[0.11111,0.86111]
@attribute 31st_coordinate_abcissa real[0.088975,0.89749]
@attribute 31st_coordinate_ordinate real[0.10185,0.85417]
@attribute 32st_coordinate_abcissa real[0.094778,0.90522]
@attribute 32st_coordinate_ordinate real[0.041667,0.83565]
@attribute 33st_coordinate_abcissa real[0.092843,0.91876]
@attribute 33st_coordinate_ordinate real[0.0,0.82407]
@attribute 34st_coordinate_abcissa real[0.10058,0.90716]
@attribute 34st_coordinate_ordinate real[0.0,0.82639]
@attribute 35st_coordinate_abcissa real[0.071567,0.90716]
@attribute 35st_coordinate_ordinate real[0.030093,0.83333]
@attribute 36st_coordinate_abcissa real[0.065764,0.91683]
@attribute 36st_coordinate_ordinate real[0.085648,0.83565]
@attribute 37st_coordinate_abcissa real[0.017408,0.9207]
@attribute 37st_coordinate_ordinate real[0.11111,0.87963]
@attribute 38st_coordinate_abcissa real[0.0,0.92456]
@attribute 38st_coordinate_ordinate real[0.099537,0.9838]
@attribute 39st_coordinate_abcissa real[0.0058027,0.92843]
@attribute 39st_coordinate_ordinate real[0.094907,0.96991]
@attribute 40st_coordinate_abcissa real[0.025145,0.94391]
@attribute 40st_coordinate_ordinate real[0.085648,0.84722]
@attribute 41st_coordinate_abcissa real[0.059961,0.96132]
@attribute 41st_coordinate_ordinate real[0.076389,0.83102]
@attribute 42st_coordinate_abcissa real[0.059961,0.97099]
@attribute 42st_coordinate_ordinate real[0.050926,0.81944]
@attribute 43st_coordinate_abcissa real[0.029014,0.97872]
@attribute 43st_coordinate_ordinate real[0.030093,0.82407]
@attribute 44st_coordinate_abcissa real[0.011605,0.98839]
@attribute 44st_coordinate_ordinate real[0.0092593,0.87269]
@attribute 45st_coordinate_abcissa real[0.0058027,1.0]
@attribute 45st_coordinate_ordinate real[0.0069444,0.88426]
@attribute Class{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}
@inputs 1st_coordinate_abcissa,1st_coordinate_ordinate,2st_coordinate_abcissa,2st_coordinate_ordinate,3st_coordinate_abcissa,3st_coordinate_ordinate,4st_coordinate_abcissa,4st_coordinate_ordinate,5st_coordinate_abcissa,5st_coordinate_ordinate,6st_coordinate_abcissa,6st_coordinate_ordinate,7st_coordinate_abcissa,7st_coordinate_ordinate,8st_coordinate_abcissa,8st_coordinate_ordinate,9st_coordinate_abcissa,9st_coordinate_ordinate,10st_coordinate_abcissa,10st_coordinate_ordinate,11st_coordinate_abcissa,11st_coordinate_ordinate,12st_coordinate_abcissa,12st_coordinate_ordinate,13st_coordinate_abcissa,13st_coordinate_ordinate,14st_coordinate_abcissa,14st_coordinate_ordinate,15st_coordinate_abcissa,15st_coordinate_ordinate,16st_coordinate_abcissa,16st_coordinate_ordinate,17st_coordinate_abcissa,17st_coordinate_ordinate,18st_coordinate_abcissa,18st_coordinate_ordinate,19st_coordinate_abcissa,19st_coordinate_ordinate,20st_coordinate_abcissa,20st_coordinate_ordinate,21st_coordinate_abcissa,21st_coordinate_ordinate,22st_coordinate_abcissa,22st_coordinate_ordinate,23st_coordinate_abcissa,23st_coordinate_ordinate,24st_coordinate_abcissa,24st_coordinate_ordinate,25st_coordinate_abcissa,25st_coordinate_ordinate,26st_coordinate_abcissa,26st_coordinate_ordinate,27st_coordinate_abcissa,27st_coordinate_ordinate,28st_coordinate_abcissa,28st_coordinate_ordinate,29st_coordinate_abcissa,29st_coordinate_ordinate,30st_coordinate_abcissa,30st_coordinate_ordinate,31st_coordinate_abcissa,31st_coordinate_ordinate,32st_coordinate_abcissa,32st_coordinate_ordinate,33st_coordinate_abcissa,33st_coordinate_ordinate,34st_coordinate_abcissa,34st_coordinate_ordinate,35st_coordinate_abcissa,35st_coordinate_ordinate,36st_coordinate_abcissa,36st_coordinate_ordinate,37st_coordinate_abcissa,37st_coordinate_ordinate,38st_coordinate_abcissa,38st_coordinate_ordinate,39st_coordinate_abcissa,39st_coordinate_ordinate,40st_coordinate_abcissa,40st_coordinate_ordinate,41st_coordinate_abcissa,41st_coordinate_ordinate,42st_coordinate_abcissa,42st_coordinate_ordinate,43st_coordinate_abcissa,43st_coordinate_ordinate,44st_coordinate_abcissa,44st_coordinate_ordinate,45st_coordinate_abcissa,45st_coordinate_ordinate
@outputs Class
@data
0.38491,0.67361,0.37137,0.67593,0.35783,0.66667,0.34043,0.65046,0.32495,0.62963,0.30948,0.6088,0.30174,0.58565,0.30561,0.5625,0.32302,0.54167,0.34429,0.52083,0.36944,0.50694,0.40426,0.50694,0.43907,0.50926,0.46809,0.50926,0.49323,0.50926,0.50484,0.53009,0.52224,0.52778,0.52998,0.51852,0.53191,0.49769,0.52611,0.4838,0.51257,0.47222,0.4913,0.46528,0.46615,0.46296,0.43907,0.45602,0.41393,0.44676,0.39458,0.4213,0.37331,0.4213,0.3559,0.41667,0.34816,0.40972,0.35203,0.39352,0.36364,0.37269,0.38298,0.36111,0.40812,0.36111,0.43714,0.36806,0.47195,0.37037,0.5029,0.36574,0.53385,0.35417,0.55706,0.34028,0.56673,0.31713,0.56867,0.29167,0.55706,0.26852,0.54159,0.24769,0.52224,0.22917,0.49903,0.22454,0.47389,0.22454,13
0.41393,0.625,0.41586,0.625,0.41586,0.62269,0.41779,0.62269,0.41586,0.62269,0.41779,0.62269,0.41779,0.62269,0.41779,0.62269,0.41779,0.62269,0.41779,0.62269,0.41973,0.62037,0.41779,0.62037,0.41779,0.62037,0.41779,0.62037,0.41586,0.62037,0.41006,0.62037,0.39652,0.61806,0.39265,0.61111,0.38878,0.60185,0.38298,0.59722,0.37524,0.62269,0.37524,0.62037,0.37524,0.59954,0.36944,0.60185,0.35783,0.6088,0.34816,0.60185,0.34429,0.58565,0.34043,0.5787,0.34043,0.58102,0.34623,0.58565,0.34043,0.60185,0.34236,0.61111,0.34043,0.60648,0.35397,0.58565,0.35203,0.58333,0.35397,0.58565,0.35783,0.59259,0.34816,0.6088,0.34816,0.61111,0.34429,0.59954,0.34429,0.58333,0.34816,0.58102,0.34816,0.59028,0.33849,0.6088,0.34429,0.61574,9
0.8646,0.50926,0.86074,0.50926,0.86267,0.50926,0.8646,0.50694,0.86074,0.50926,0.8646,0.50694,0.86267,0.50463,0.86267,0.49074,0.8588,0.47454,0.85493,0.47222,0.85106,0.46296,0.84526,0.4375,0.83946,0.40046,0.82979,0.36806,0.81044,0.34028,0.78917,0.32407,0.76209,0.31481,0.72921,0.31019,0.69826,0.31481,0.67118,0.32176,0.64603,0.34028,0.62669,0.37037,0.61315,0.40741,0.61122,0.44907,0.60928,0.49074,0.61122,0.51852,0.60735,0.54398,0.60542,0.56019,0.59768,0.57407,0.57253,0.59259,0.54352,0.6088,0.51644,0.61574,0.48549,0.61574,0.45841,0.60185,0.43907,0.58565,0.41586,0.56944,0.40232,0.55324,0.39845,0.53009,0.39265,0.50463,0.38491,0.47685,0.37718,0.44213,0.37137,0.40509,0.35783,0.36806,0.33849,0.33333,0.30948,0.30093,12
0.61702,0.75,0.62089,0.74537,0.61896,0.74769,0.61702,0.75,0.61509,0.75,0.61509,0.7338,0.62282,0.68287,0.61702,0.61343,0.60928,0.53704,0.59381,0.4537,0.58607,0.36574,0.59768,0.2662,0.61315,0.17824,0.62282,0.15046,0.61509,0.20139,0.60542,0.25463,0.59574,0.30556,0.60155,0.34954,0.60542,0.3912,0.60348,0.43519,0.59961,0.48611,0.60348,0.53241,0.60348,0.56481,0.61509,0.60185,0.62863,0.64815,0.6499,0.67593,0.65764,0.69907,0.65184,0.67824,0.6325,0.63657,0.62476,0.58102,0.61509,0.52083,0.60542,0.46759,0.59381,0.41204,0.58221,0.34722,0.5706,0.28704,0.56867,0.22685,0.55899,0.19907,0.55319,0.23611,0.54352,0.31019,0.54932,0.36574,0.5706,0.41898,0.58027,0.46065,0.57834,0.50463,0.58221,0.55556,0.58801,0.58102,3
0.52418,0.25231,0.52418,0.25,0.52224,0.25,0.52224,0.24537,0.52224,0.24306,0.51838,0.24074,0.51451,0.23611,0.50097,0.22454,0.47776,0.21759,0.45261,0.2037,0.42166,0.2037,0.39072,0.20833,0.35783,0.21759,0.32302,0.23148,0.29014,0.24537,0.25532,0.27315,0.22244,0.29861,0.19149,0.33102,0.17795,0.35417,0.17408,0.3588,0.17021,0.37963,0.17215,0.38194,0.17988,0.42593,0.18569,0.45602,0.19342,0.44444,0.19923,0.48148,0.20309,0.52083,0.23017,0.56481,0.24952,0.6088,0.28433,0.64583,0.30948,0.68519,0.34429,0.71991,0.37911,0.75231,0.42166,0.77778,0.46809,0.80093,0.51257,0.82176,0.55513,0.83796,0.59188,0.84954,0.63056,0.85417,0.66925,0.84722,0.70986,0.8287,0.74662,0.80324,0.78723,0.77778,0.82012,0.74537,0.84333,0.71296,6
0.17408,0.50463,0.17602,0.50694,0.17602,0.5,0.17988,0.48843,0.18762,0.47917,0.19342,0.46759,0.19536,0.46065,0.19729,0.4537,0.19729,0.42593,0.19536,0.41435,0.20116,0.40046,0.20116,0.38657,0.21663,0.35417,0.23017,0.33102,0.25145,0.31019,0.27853,0.28704,0.30368,0.26852,0.33075,0.25,0.3617,0.23148,0.39072,0.21296,0.42747,0.19907,0.46035,0.18519,0.49903,0.17361,0.53578,0.16435,0.57447,0.15972,0.61122,0.16204,0.64603,0.16898,0.68085,0.18287,0.71567,0.20602,0.75242,0.23148,0.7853,0.25926,0.82012,0.29167,0.8472,0.32176,0.87041,0.3588,0.88781,0.3912,0.90329,0.43287,0.91489,0.46296,0.92263,0.49769,0.92263,0.5463,0.9207,0.57176,0.91103,0.59028,0.90329,0.60185,0.89749,0.60648,0.88975,0.60185,0.88395,0.59954,15
0.25145,0.29167,0.25532,0.29398,0.25532,0.29167,0.25919,0.28241,0.30948,0.26852,0.38685,0.25231,0.48356,0.26852,0.58221,0.3287,0.66151,0.40972,0.706,0.52083,0.73501,0.60417,0.75629,0.65741,0.74468,0.69907,0.73308,0.69907,0.72534,0.69676,0.72534,0.65509,0.70793,0.61806,0.67505,0.52778,0.61702,0.42361,0.53191,0.33102,0.42166,0.27778,0.30561,0.27778,0.20696,0.30093,0.16441,0.3125,0.15474,0.31944,0.1528,0.3125,0.15474,0.31713,0.17408,0.30324,0.21857,0.28241,0.30368,0.25,0.42166,0.23843,0.55126,0.2662,0.66731,0.34259,0.74855,0.4537,0.78917,0.5625,0.80077,0.63194,0.7911,0.6412,0.77756,0.64583,0.76596,0.64583,0.74275,0.59722,0.70793,0.50231,0.64603,0.38657,0.5648,0.29861,0.47582,0.24537,0.37911,0.23148,1
0.54932,0.71528,0.54739,0.71991,0.55126,0.71991,0.54932,0.71759,0.55126,0.71991,0.54932,0.71759,0.55706,0.71991,0.58027,0.72222,0.61896,0.7338,0.66538,0.71528,0.70793,0.69907,0.73114,0.7037,0.73114,0.69907,0.71567,0.68981,0.69052,0.66667,0.65571,0.63426,0.61122,0.59722,0.56093,0.56481,0.51064,0.53935,0.46809,0.52546,0.46035,0.52778,0.46809,0.53241,0.47582,0.53472,0.51064,0.53472,0.55319,0.52315,0.59574,0.50694,0.6383,0.50231,0.67311,0.5,0.69246,0.50694,0.68859,0.50463,0.68279,0.49537,0.65957,0.47222,0.63056,0.43519,0.59381,0.40046,0.55319,0.37731,0.50677,0.36574,0.45841,0.36806,0.43327,0.37731,0.43133,0.37731,0.44487,0.37269,0.47389,0.36111,0.5087,0.34722,0.54932,0.33102,0.58221,0.32176,0.61509,0.32176,11
0.49516,0.50694,0.4971,0.50463,0.4971,0.50231,0.49516,0.50463,0.5029,0.48843,0.50484,0.4838,0.48549,0.49769,0.47582,0.45602,0.4913,0.48148,0.47195,0.49074,0.45455,0.44213,0.46809,0.46759,0.45068,0.46296,0.43133,0.43981,0.43714,0.44213,0.42166,0.44676,0.40812,0.40278,0.41973,0.44444,0.40812,0.44444,0.40232,0.4213,0.40232,0.42824,0.40039,0.42361,0.37911,0.43519,0.37718,0.43287,0.39265,0.41667,0.37137,0.43056,0.37137,0.39352,0.37718,0.41667,0.36944,0.42361,0.36557,0.39815,0.35977,0.43287,0.37718,0.41898,0.3675,0.42824,0.36944,0.37963,0.37718,0.4213,0.36944,0.42361,0.3617,0.44213,0.3617,0.43056,0.36557,0.43056,0.3559,0.42593,0.35203,0.43981,0.35203,0.43981,0.34816,0.38889,0.34816,0.4375,0.35203,0.43519,9
0.58607,0.72917,0.58607,0.72222,0.58607,0.72454,0.58994,0.72454,0.58994,0.72454,0.58607,0.71528,0.57447,0.7037,0.56093,0.67824,0.54545,0.64352,0.53191,0.59722,0.52224,0.55787,0.50484,0.52083,0.47969,0.5,0.45068,0.50694,0.42553,0.53935,0.40426,0.5787,0.39072,0.60417,0.37911,0.62963,0.34623,0.6713,0.31915,0.70139,0.30754,0.72222,0.29787,0.7338,0.30368,0.72454,0.31335,0.7037,0.33269,0.67361,0.33656,0.63426,0.32882,0.59259,0.30754,0.56019,0.29787,0.54398,0.29594,0.52778,0.29594,0.51389,0.29207,0.50694,0.28046,0.51389,0.25919,0.52083,0.24178,0.55093,0.22437,0.60648,0.18762,0.64583,0.17988,0.68056,0.16828,0.65972,0.18762,0.61111,0.19342,0.56713,0.19729,0.52083,0.19342,0.4838,0.18956,0.46065,0.18182,0.44444,10
