@relation  movement_libras
@attribute 1st_coordinate_abcissa real[0.090909,0.9323]
@attribute 1st_coordinate_ordinate real[0.14815,0.88657]
@attribute 2st_coordinate_abcissa real[0.085106,0.93037]
@attribute 2st_coordinate_ordinate real[0.14815,0.88889]
@attribute 3st_coordinate_abcissa real[0.085106,0.9323]
@attribute 3st_coordinate_ordinate real[0.14815,0.88426]
@attribute 4st_coordinate_abcissa real[0.088975,0.9323]
@attribute 4st_coordinate_ordinate real[0.14583,0.88194]
@attribute 5st_coordinate_abcissa real[0.092843,0.9323]
@attribute 5st_coordinate_ordinate real[0.14583,0.875]
@attribute 6st_coordinate_abcissa real[0.10058,0.9323]
@attribute 6st_coordinate_ordinate real[0.14352,0.875]
@attribute 7st_coordinate_abcissa real[0.10445,0.93424]
@attribute 7st_coordinate_ordinate real[0.14352,0.87037]
@attribute 8st_coordinate_abcissa real[0.11025,0.94197]
@attribute 8st_coordinate_ordinate real[0.1412,0.86343]
@attribute 9st_coordinate_abcissa real[0.11992,0.94391]
@attribute 9st_coordinate_ordinate real[0.1412,0.86343]
@attribute 10st_coordinate_abcissa real[0.12766,0.94391]
@attribute 10st_coordinate_ordinate real[0.13657,0.86111]
@attribute 11st_coordinate_abcissa real[0.13153,0.94197]
@attribute 11st_coordinate_ordinate real[0.13657,0.84722]
@attribute 12st_coordinate_abcissa real[0.10638,0.94197]
@attribute 12st_coordinate_ordinate real[0.13426,0.84028]
@attribute 13st_coordinate_abcissa real[0.040619,0.9381]
@attribute 13st_coordinate_ordinate real[0.092593,1.0]
@attribute 14st_coordinate_abcissa real[0.015474,0.9265]
@attribute 14st_coordinate_ordinate real[0.018519,0.84028]
@attribute 15st_coordinate_abcissa real[0.017408,0.91489]
@attribute 15st_coordinate_ordinate real[0.018519,0.84028]
@attribute 16st_coordinate_abcissa real[0.023211,0.91103]
@attribute 16st_coordinate_ordinate real[0.0625,0.84028]
@attribute 17st_coordinate_abcissa real[0.052224,0.88781]
@attribute 17st_coordinate_ordinate real[0.12269,0.84028]
@attribute 18st_coordinate_abcissa real[0.10832,0.88781]
@attribute 18st_coordinate_ordinate real[0.14815,0.84028]
@attribute 19st_coordinate_abcissa real[0.13926,0.88781]
@attribute 19st_coordinate_ordinate real[0.14583,0.84028]
@attribute 20st_coordinate_abcissa real[0.16054,0.88588]
@attribute 20st_coordinate_ordinate real[0.12963,0.84028]
@attribute 21st_coordinate_abcissa real[0.147,0.88008]
@attribute 21st_coordinate_ordinate real[0.13194,0.84028]
@attribute 22st_coordinate_abcissa real[0.11219,0.88008]
@attribute 22st_coordinate_ordinate real[0.15046,0.84028]
@attribute 23st_coordinate_abcissa real[0.088975,0.88008]
@attribute 23st_coordinate_ordinate real[0.14815,0.83796]
@attribute 24st_coordinate_abcissa real[0.083172,0.88008]
@attribute 24st_coordinate_ordinate real[0.14352,0.87037]
@attribute 25st_coordinate_abcissa real[0.071567,0.88588]
@attribute 25st_coordinate_ordinate real[0.13889,0.95833]
@attribute 26st_coordinate_abcissa real[0.052224,0.89362]
@attribute 26st_coordinate_ordinate real[0.13657,0.9838]
@attribute 27st_coordinate_abcissa real[0.046422,0.89555]
@attribute 27st_coordinate_ordinate real[0.13426,0.85185]
@attribute 28st_coordinate_abcissa real[0.040619,0.88975]
@attribute 28st_coordinate_ordinate real[0.13194,0.86806]
@attribute 29st_coordinate_abcissa real[0.048356,0.89749]
@attribute 29st_coordinate_ordinate real[0.12731,0.87037]
@attribute 30st_coordinate_abcissa real[0.067698,0.88975]
@attribute 30st_coordinate_ordinate real[0.11111,0.86111]
@attribute 31st_coordinate_abcissa real[0.088975,0.89749]
@attribute 31st_coordinate_ordinate real[0.10185,0.85417]
@attribute 32st_coordinate_abcissa real[0.094778,0.90522]
@attribute 32st_coordinate_ordinate real[0.041667,0.83565]
@attribute 33st_coordinate_abcissa real[0.092843,0.91876]
@attribute 33st_coordinate_ordinate real[0.0,0.82407]
@attribute 34st_coordinate_abcissa real[0.10058,0.90716]
@attribute 34st_coordinate_ordinate real[0.0,0.82639]
@attribute 35st_coordinate_abcissa real[0.071567,0.90716]
@attribute 35st_coordinate_ordinate real[0.030093,0.83333]
@attribute 36st_coordinate_abcissa real[0.065764,0.91683]
@attribute 36st_coordinate_ordinate real[0.085648,0.83565]
@attribute 37st_coordinate_abcissa real[0.017408,0.9207]
@attribute 37st_coordinate_ordinate real[0.11111,0.87963]
@attribute 38st_coordinate_abcissa real[0.0,0.92456]
@attribute 38st_coordinate_ordinate real[0.099537,0.9838]
@attribute 39st_coordinate_abcissa real[0.0058027,0.92843]
@attribute 39st_coordinate_ordinate real[0.094907,0.96991]
@attribute 40st_coordinate_abcissa real[0.025145,0.94391]
@attribute 40st_coordinate_ordinate real[0.085648,0.84722]
@attribute 41st_coordinate_abcissa real[0.059961,0.96132]
@attribute 41st_coordinate_ordinate real[0.076389,0.83102]
@attribute 42st_coordinate_abcissa real[0.059961,0.97099]
@attribute 42st_coordinate_ordinate real[0.050926,0.81944]
@attribute 43st_coordinate_abcissa real[0.029014,0.97872]
@attribute 43st_coordinate_ordinate real[0.030093,0.82407]
@attribute 44st_coordinate_abcissa real[0.011605,0.98839]
@attribute 44st_coordinate_ordinate real[0.0092593,0.87269]
@attribute 45st_coordinate_abcissa real[0.0058027,1.0]
@attribute 45st_coordinate_ordinate real[0.0069444,0.88426]
@attribute Class{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}
@inputs 1st_coordinate_abcissa,1st_coordinate_ordinate,2st_coordinate_abcissa,2st_coordinate_ordinate,3st_coordinate_abcissa,3st_coordinate_ordinate,4st_coordinate_abcissa,4st_coordinate_ordinate,5st_coordinate_abcissa,5st_coordinate_ordinate,6st_coordinate_abcissa,6st_coordinate_ordinate,7st_coordinate_abcissa,7st_coordinate_ordinate,8st_coordinate_abcissa,8st_coordinate_ordinate,9st_coordinate_abcissa,9st_coordinate_ordinate,10st_coordinate_abcissa,10st_coordinate_ordinate,11st_coordinate_abcissa,11st_coordinate_ordinate,12st_coordinate_abcissa,12st_coordinate_ordinate,13st_coordinate_abcissa,13st_coordinate_ordinate,14st_coordinate_abcissa,14st_coordinate_ordinate,15st_coordinate_abcissa,15st_coordinate_ordinate,16st_coordinate_abcissa,16st_coordinate_ordinate,17st_coordinate_abcissa,17st_coordinate_ordinate,18st_coordinate_abcissa,18st_coordinate_ordinate,19st_coordinate_abcissa,19st_coordinate_ordinate,20st_coordinate_abcissa,20st_coordinate_ordinate,21st_coordinate_abcissa,21st_coordinate_ordinate,22st_coordinate_abcissa,22st_coordinate_ordinate,23st_coordinate_abcissa,23st_coordinate_ordinate,24st_coordinate_abcissa,24st_coordinate_ordinate,25st_coordinate_abcissa,25st_coordinate_ordinate,26st_coordinate_abcissa,26st_coordinate_ordinate,27st_coordinate_abcissa,27st_coordinate_ordinate,28st_coordinate_abcissa,28st_coordinate_ordinate,29st_coordinate_abcissa,29st_coordinate_ordinate,30st_coordinate_abcissa,30st_coordinate_ordinate,31st_coordinate_abcissa,31st_coordinate_ordinate,32st_coordinate_abcissa,32st_coordinate_ordinate,33st_coordinate_abcissa,33st_coordinate_ordinate,34st_coordinate_abcissa,34st_coordinate_ordinate,35st_coordinate_abcissa,35st_coordinate_ordinate,36st_coordinate_abcissa,36st_coordinate_ordinate,37st_coordinate_abcissa,37st_coordinate_ordinate,38st_coordinate_abcissa,38st_coordinate_ordinate,39st_coordinate_abcissa,39st_coordinate_ordinate,40st_coordinate_abcissa,40st_coordinate_ordinate,41st_coordinate_abcissa,41st_coordinate_ordinate,42st_coordinate_abcissa,42st_coordinate_ordinate,43st_coordinate_abcissa,43st_coordinate_ordinate,44st_coordinate_abcissa,44st_coordinate_ordinate,45st_coordinate_abcissa,45st_coordinate_ordinate
@outputs Class
@data
0.39845,0.21759,0.39845,0.22222,0.39652,0.21759,0.39652,0.21759,0.39652,0.22454,0.39652,0.22454,0.39652,0.22454,0.39458,0.21991,0.39652,0.21759,0.39458,0.21991,0.40426,0.21759,0.41199,0.20602,0.43133,0.19907,0.45841,0.19213,0.48936,0.1875,0.52224,0.19213,0.55319,0.2037,0.58027,0.21528,0.60348,0.23148,0.62476,0.25,0.64797,0.26852,0.67118,0.28935,0.69246,0.31481,0.7118,0.33796,0.72534,0.35417,0.73501,0.37731,0.74081,0.40046,0.74275,0.42824,0.74081,0.46296,0.73888,0.49306,0.73114,0.52083,0.71954,0.54398,0.70406,0.56713,0.68472,0.58565,0.66731,0.61111,0.64603,0.63194,0.62282,0.64583,0.59961,0.65972,0.57447,0.6713,0.54932,0.68056,0.52418,0.68519,0.50097,0.68519,0.48162,0.6875,0.46422,0.68519,0.45068,0.68519,5
0.15861,0.36806,0.16634,0.375,0.16441,0.36806,0.16441,0.375,0.16248,0.37963,0.16441,0.38426,0.16054,0.38426,0.16441,0.39815,0.16634,0.40972,0.17602,0.42824,0.18569,0.44907,0.19149,0.47454,0.20309,0.5,0.2205,0.52083,0.23985,0.54167,0.26306,0.56481,0.29014,0.58565,0.31915,0.6088,0.34816,0.63657,0.37911,0.65972,0.41006,0.68056,0.44487,0.69907,0.48356,0.71065,0.52805,0.72454,0.5706,0.73843,0.61315,0.73843,0.65764,0.73148,0.70213,0.71991,0.74468,0.69907,0.78337,0.6713,0.81818,0.63889,0.84139,0.60648,0.8588,0.54861,0.87814,0.52083,0.88781,0.49769,0.89749,0.49074,0.90329,0.48843,0.90909,0.46296,0.90909,0.44907,0.90716,0.43519,0.90522,0.42593,0.89942,0.41667,0.89555,0.41204,0.89168,0.40972,0.89362,0.41435,14
0.090909,0.40509,0.085106,0.40741,0.085106,0.40741,0.088975,0.40509,0.092843,0.40972,0.10058,0.43056,0.12186,0.46759,0.15861,0.50694,0.19536,0.56019,0.23791,0.62037,0.2766,0.6713,0.29207,0.69907,0.30561,0.70602,0.30368,0.69444,0.29787,0.6713,0.30561,0.64815,0.32689,0.61111,0.35397,0.57176,0.38491,0.53009,0.42553,0.48843,0.46035,0.45139,0.48743,0.42593,0.50484,0.40741,0.51257,0.40278,0.51257,0.41435,0.51451,0.4375,0.52224,0.47222,0.53772,0.51157,0.55899,0.55324,0.58414,0.59259,0.60735,0.6412,0.62669,0.6875,0.6441,0.71528,0.65377,0.71528,0.66151,0.70602,0.67505,0.7037,0.68859,0.68287,0.70213,0.64815,0.72147,0.625,0.73694,0.59491,0.75048,0.56019,0.76789,0.52778,0.78723,0.49074,0.79497,0.45139,0.80658,0.42361,10
0.41779,0.5463,0.41779,0.54398,0.41779,0.5463,0.41779,0.54398,0.41779,0.54398,0.41779,0.5463,0.41779,0.5463,0.41779,0.54398,0.41779,0.53935,0.41586,0.53009,0.41199,0.52083,0.40426,0.50926,0.39265,0.5,0.37911,0.49074,0.3617,0.4838,0.34236,0.47685,0.31915,0.47454,0.29787,0.47222,0.27466,0.47454,0.25145,0.47685,0.22824,0.48611,0.21083,0.50231,0.19923,0.51852,0.18956,0.53704,0.18569,0.55556,0.17988,0.57407,0.17795,0.60648,0.18569,0.6412,0.20116,0.66667,0.28046,0.7662,0.31721,0.77083,0.35783,0.76852,0.39845,0.77083,0.4352,0.7662,0.47195,0.75231,0.4971,0.7338,0.51644,0.71065,0.52998,0.68056,0.52611,0.65509,0.52418,0.63426,0.52224,0.6088,0.51644,0.58796,0.50677,0.57176,0.49516,0.56019,0.48356,0.55093,6
0.85106,0.60417,0.85106,0.60417,0.85106,0.60417,0.85106,0.60417,0.85493,0.58102,0.85687,0.55787,0.8588,0.53472,0.85106,0.50926,0.83752,0.47222,0.82012,0.43519,0.80077,0.40509,0.76983,0.38426,0.73114,0.36574,0.68859,0.35648,0.64603,0.37037,0.60928,0.40741,0.58414,0.45139,0.57253,0.49769,0.58221,0.5463,0.60735,0.5787,0.63056,0.60648,0.63443,0.62037,0.61509,0.63426,0.5706,0.65278,0.52805,0.65972,0.48936,0.66667,0.46035,0.65741,0.44101,0.63194,0.41779,0.59491,0.38298,0.56019,0.3501,0.52083,0.33269,0.47917,0.32882,0.42824,0.30948,0.37963,0.27079,0.34491,0.22437,0.3287,0.18569,0.34722,0.15861,0.40046,0.15861,0.46759,0.17215,0.53241,0.19149,0.59491,0.20309,0.65741,0.18375,0.72454,0.15861,0.8125,0.11605,0.86343,12
0.65764,0.77778,0.65957,0.78009,0.66151,0.77778,0.66151,0.77778,0.65957,0.77778,0.65184,0.77778,0.65571,0.77315,0.65957,0.76852,0.65957,0.76389,0.65571,0.75926,0.65377,0.75231,0.65571,0.74306,0.65571,0.73843,0.65571,0.72917,0.65957,0.72222,0.66151,0.71528,0.66151,0.70833,0.66344,0.69907,0.66344,0.69213,0.66731,0.68519,0.66925,0.67593,0.66925,0.66667,0.67118,0.65972,0.66925,0.65046,0.66925,0.6412,0.66731,0.62963,0.66731,0.62269,0.66731,0.61574,0.66731,0.60417,0.66731,0.59491,0.66538,0.58333,0.66538,0.57407,0.66731,0.56019,0.66925,0.5463,0.66925,0.53472,0.67311,0.51852,0.67311,0.50231,0.67505,0.48611,0.67698,0.46759,0.67892,0.44907,0.68085,0.43287,0.68279,0.41667,0.68279,0.40046,0.68279,0.38426,0.68472,0.37037,8
0.54932,0.71528,0.54739,0.71991,0.55126,0.71991,0.54932,0.71759,0.55126,0.71991,0.54932,0.71759,0.55706,0.71991,0.58027,0.72222,0.61896,0.7338,0.66538,0.71528,0.70793,0.69907,0.73114,0.7037,0.73114,0.69907,0.71567,0.68981,0.69052,0.66667,0.65571,0.63426,0.61122,0.59722,0.56093,0.56481,0.51064,0.53935,0.46809,0.52546,0.46035,0.52778,0.46809,0.53241,0.47582,0.53472,0.51064,0.53472,0.55319,0.52315,0.59574,0.50694,0.6383,0.50231,0.67311,0.5,0.69246,0.50694,0.68859,0.50463,0.68279,0.49537,0.65957,0.47222,0.63056,0.43519,0.59381,0.40046,0.55319,0.37731,0.50677,0.36574,0.45841,0.36806,0.43327,0.37731,0.43133,0.37731,0.44487,0.37269,0.47389,0.36111,0.5087,0.34722,0.54932,0.33102,0.58221,0.32176,0.61509,0.32176,11
0.14313,0.37269,0.14894,0.375,0.16054,0.37037,0.19342,0.37037,0.25725,0.41898,0.36364,0.43519,0.45648,0.43056,0.52805,0.42824,0.5764,0.42824,0.61702,0.43287,0.6441,0.43056,0.66731,0.43287,0.68279,0.43519,0.69052,0.43981,0.67698,0.43981,0.63443,0.43287,0.57253,0.42593,0.49516,0.41898,0.40426,0.42593,0.31528,0.43056,0.24178,0.42824,0.18956,0.38889,0.147,0.39815,0.11412,0.41204,0.098646,0.42361,0.10445,0.4213,0.12573,0.42593,0.17795,0.40046,0.23211,0.43519,0.30754,0.43287,0.39458,0.43519,0.47582,0.43519,0.55126,0.4375,0.61122,0.44676,0.66344,0.4537,0.70213,0.45602,0.7176,0.45602,0.71373,0.45602,0.69052,0.45602,0.6441,0.44907,0.58607,0.44444,0.51451,0.44444,0.4236,0.44907,0.32302,0.4537,0.22631,0.44676,2
0.24565,0.31713,0.24371,0.31481,0.24178,0.31713,0.25532,0.30093,0.2882,0.28241,0.34043,0.26389,0.40812,0.26389,0.47389,0.28704,0.53772,0.32407,0.59768,0.38426,0.64603,0.46065,0.68279,0.54861,0.70019,0.62269,0.70019,0.67361,0.69632,0.69213,0.69052,0.6875,0.67892,0.65741,0.6499,0.58565,0.60928,0.48843,0.55126,0.3912,0.47389,0.31713,0.3675,0.28241,0.25725,0.28241,0.18182,0.30556,0.15087,0.3125,0.1412,0.31713,0.13733,0.32176,0.1412,0.3125,0.15667,0.29861,0.19342,0.28704,0.25145,0.26389,0.34236,0.25231,0.43714,0.25694,0.52418,0.29861,0.59574,0.3912,0.66344,0.49306,0.71373,0.57407,0.72534,0.59722,0.71954,0.60417,0.7118,0.62037,0.69246,0.57176,0.64217,0.47222,0.57834,0.37269,0.49903,0.30324,0.40812,0.27778,1
0.60928,0.76157,0.60928,0.76157,0.60928,0.76157,0.60928,0.76157,0.60928,0.76157,0.60928,0.76157,0.60928,0.76157,0.61122,0.76157,0.60928,0.76157,0.60928,0.76157,0.60928,0.76157,0.60928,0.76389,0.60735,0.76389,0.60735,0.76389,0.60735,0.76389,0.60928,0.76389,0.60735,0.76157,0.60735,0.75926,0.60735,0.75694,0.60542,0.75463,0.60348,0.75,0.60155,0.74537,0.60155,0.74074,0.59961,0.7338,0.59768,0.72685,0.59381,0.71991,0.59188,0.71296,0.58607,0.7037,0.58414,0.69444,0.58027,0.68287,0.57834,0.67361,0.57447,0.66435,0.57253,0.65278,0.56867,0.63889,0.56867,0.62731,0.5648,0.61343,0.55513,0.60417,0.54739,0.59259,0.53965,0.58102,0.53191,0.57407,0.52805,0.56713,0.52611,0.56481,0.52418,0.55787,0.51838,0.55324,0.51644,0.54861,8
